0.000000000000000000e+00,4.600000000000000200e-01,5.400000000000000355e-01,2.668261592915859381e+01
0.000000000000000000e+00,5.000000000000000278e-02,9.499999999999999556e-01,1.968538082686188240e+00
0.000000000000000000e+00,3.420000000000000262e-01,6.580000000000000293e-01,2.025844961877654171e+00
0.000000000000000000e+00,3.830000000000000071e-01,6.169999999999999929e-01,1.988032319341769050e+00
0.000000000000000000e+00,7.269999999999999796e-01,2.730000000000000204e-01,1.774631196677341372e+00
0.000000000000000000e+00,8.339999999999999636e-01,1.660000000000000087e-01,1.551313242812939697e+00
0.000000000000000000e+00,8.269999999999999574e-01,1.729999999999999871e-01,1.498453158341505942e+00
0.000000000000000000e+00,8.429999999999999716e-01,1.570000000000000007e-01,1.502098324477681324e+00
0.000000000000000000e+00,8.509999999999999787e-01,1.489999999999999936e-01,1.380087423804073898e+00
0.000000000000000000e+00,8.369999999999999662e-01,1.630000000000000060e-01,1.286567111353076553e+00
0.000000000000000000e+00,8.529999999999999805e-01,1.469999999999999918e-01,1.326452979162175749e+00
0.000000000000000000e+00,8.299999999999999600e-01,1.700000000000000122e-01,1.221586449013483788e+00
0.000000000000000000e+00,8.299999999999999600e-01,1.700000000000000122e-01,1.162263213638140114e+00
0.000000000000000000e+00,8.269999999999999574e-01,1.729999999999999871e-01,1.507228062314456496e+00
0.000000000000000000e+00,7.700000000000000178e-01,2.300000000000000100e-01,1.686756728560405705e+00
0.000000000000000000e+00,9.469999999999999529e-01,5.299999999999999850e-02,1.434821362766957709e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.289065648034878331e+00
0.000000000000000000e+00,8.489999999999999769e-01,1.509999999999999953e-01,1.343889205463719927e+00
0.000000000000000000e+00,8.359999999999999654e-01,1.640000000000000069e-01,1.166694291105865533e+00
0.000000000000000000e+00,8.389999999999999680e-01,1.610000000000000042e-01,1.189356224598484779e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.222260951283586028e+00
