0.000000000000000000e+00,1.100000000000000006e-01,8.900000000000000133e-01
0.000000000000000000e+00,1.739999999999999880e-01,8.259999999999999565e-01
0.000000000000000000e+00,1.910000000000000031e-01,8.090000000000000524e-01
0.000000000000000000e+00,2.010000000000000120e-01,7.990000000000000435e-01
0.000000000000000000e+00,3.709999999999999964e-01,6.290000000000000036e-01
0.000000000000000000e+00,1.759999999999999898e-01,8.239999999999999547e-01
0.000000000000000000e+00,1.779999999999999916e-01,8.219999999999999529e-01
0.000000000000000000e+00,2.020000000000000129e-01,7.980000000000000426e-01
0.000000000000000000e+00,1.580000000000000016e-01,8.419999999999999707e-01
0.000000000000000000e+00,3.539999999999999813e-01,6.460000000000000187e-01
0.000000000000000000e+00,4.630000000000000226e-01,5.370000000000000329e-01
0.000000000000000000e+00,6.089999999999999858e-01,3.910000000000000142e-01
0.000000000000000000e+00,4.020000000000000240e-01,5.979999999999999760e-01
0.000000000000000000e+00,2.810000000000000275e-01,7.189999999999999725e-01
0.000000000000000000e+00,2.640000000000000124e-01,7.359999999999999876e-01
0.000000000000000000e+00,2.730000000000000204e-01,7.269999999999999796e-01
0.000000000000000000e+00,4.660000000000000253e-01,5.340000000000000302e-01
0.000000000000000000e+00,4.450000000000000067e-01,5.550000000000000488e-01
0.000000000000000000e+00,4.570000000000000173e-01,5.430000000000000382e-01
0.000000000000000000e+00,4.719999999999999751e-01,5.280000000000000249e-01
0.000000000000000000e+00,2.489999999999999991e-01,7.510000000000000009e-01
