0.000000000000000000e+00,1.340000000000000080e-01,8.659999999999999920e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.099999999999999922e-01,7.900000000000000355e-01
0.000000000000000000e+00,2.049999999999999878e-01,7.950000000000000400e-01
0.000000000000000000e+00,1.079999999999999988e-01,8.920000000000000151e-01
0.000000000000000000e+00,3.679999999999999938e-01,6.320000000000000062e-01
0.000000000000000000e+00,3.659999999999999920e-01,6.340000000000000080e-01
0.000000000000000000e+00,2.810000000000000275e-01,7.189999999999999725e-01
0.000000000000000000e+00,4.540000000000000147e-01,5.460000000000000409e-01
0.000000000000000000e+00,6.169999999999999929e-01,3.830000000000000071e-01
0.000000000000000000e+00,5.689999999999999503e-01,4.309999999999999942e-01
0.000000000000000000e+00,2.109999999999999931e-01,7.890000000000000346e-01
0.000000000000000000e+00,1.059999999999999970e-01,8.940000000000000169e-01
0.000000000000000000e+00,1.270000000000000018e-01,8.729999999999999982e-01
0.000000000000000000e+00,9.299999999999999933e-02,9.070000000000000284e-01
0.000000000000000000e+00,5.600000000000000117e-02,9.439999999999999503e-01
0.000000000000000000e+00,1.610000000000000042e-01,8.389999999999999680e-01
0.000000000000000000e+00,2.260000000000000064e-01,7.740000000000000213e-01
0.000000000000000000e+00,1.620000000000000051e-01,8.379999999999999671e-01
0.000000000000000000e+00,1.690000000000000113e-01,8.309999999999999609e-01
0.000000000000000000e+00,1.700000000000000122e-01,8.299999999999999600e-01
