0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.104118384496856606e+02
0.000000000000000000e+00,1.799999999999999864e-02,9.819999999999999840e-01,3.319704360987505254e+01
0.000000000000000000e+00,6.189999999999999947e-01,3.810000000000000053e-01,3.963381992633966178e+01
0.000000000000000000e+00,9.459999999999999520e-01,5.399999999999999939e-02,3.260281468750512346e+01
0.000000000000000000e+00,8.189999999999999503e-01,1.809999999999999942e-01,3.194783379478976926e+01
0.000000000000000000e+00,8.289999999999999591e-01,1.710000000000000131e-01,2.907829830016556016e+01
0.000000000000000000e+00,8.379999999999999671e-01,1.620000000000000051e-01,2.362111691960655335e+01
0.000000000000000000e+00,8.090000000000000524e-01,1.910000000000000031e-01,2.212042778852771718e+01
0.000000000000000000e+00,8.499999999999999778e-01,1.499999999999999944e-01,2.231203930347892950e+01
0.000000000000000000e+00,8.259999999999999565e-01,1.739999999999999880e-01,1.842751611200568718e+01
0.000000000000000000e+00,8.429999999999999716e-01,1.570000000000000007e-01,2.005523527925925364e+01
0.000000000000000000e+00,8.329999999999999627e-01,1.670000000000000095e-01,1.743591903058422687e+01
0.000000000000000000e+00,8.559999999999999831e-01,1.439999999999999891e-01,2.020516549671764395e+01
0.000000000000000000e+00,8.349999999999999645e-01,1.650000000000000078e-01,1.752764305729392547e+01
0.000000000000000000e+00,8.429999999999999716e-01,1.570000000000000007e-01,1.965952199773188624e+01
0.000000000000000000e+00,8.469999999999999751e-01,1.529999999999999971e-01,1.632161196622318755e+01
0.000000000000000000e+00,8.359999999999999654e-01,1.640000000000000069e-01,1.574572795627445743e+01
0.000000000000000000e+00,8.279999999999999583e-01,1.719999999999999862e-01,1.682481124188232968e+01
0.000000000000000000e+00,9.399999999999999467e-01,5.999999999999999778e-02,1.791366418305654662e+01
0.000000000000000000e+00,8.379999999999999671e-01,1.620000000000000051e-01,1.700809726688747503e+01
0.000000000000000000e+00,9.320000000000000506e-01,6.800000000000000488e-02,1.958416767587688057e+01
