0.000000000000000000e+00,4.600000000000000200e-01,5.400000000000000355e-01,2.252056359648598232e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.683514628036816418e+01
0.000000000000000000e+00,8.479999999999999760e-01,1.519999999999999962e-01,3.405720800727191033e+01
0.000000000000000000e+00,9.479999999999999538e-01,5.199999999999999761e-02,3.544855901501853879e+01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.062484183668039961e+01
0.000000000000000000e+00,8.149999999999999467e-01,1.849999999999999978e-01,2.900513819877298971e+01
0.000000000000000000e+00,8.169999999999999485e-01,1.829999999999999960e-01,2.780773968119361328e+01
0.000000000000000000e+00,7.019999999999999574e-01,2.979999999999999871e-01,2.751286305221096740e+01
0.000000000000000000e+00,5.320000000000000284e-01,4.680000000000000271e-01,2.622473322136622897e+01
0.000000000000000000e+00,8.479999999999999760e-01,1.519999999999999962e-01,2.390270592244717918e+01
0.000000000000000000e+00,8.379999999999999671e-01,1.620000000000000051e-01,2.601546090187303761e+01
0.000000000000000000e+00,5.450000000000000400e-01,4.550000000000000155e-01,2.402196173717978667e+01
0.000000000000000000e+00,6.490000000000000213e-01,3.509999999999999787e-01,2.331428743917586033e+01
0.000000000000000000e+00,6.370000000000000107e-01,3.629999999999999893e-01,2.341863703514882999e+01
0.000000000000000000e+00,8.339999999999999636e-01,1.660000000000000087e-01,2.398484390053076964e+01
0.000000000000000000e+00,8.329999999999999627e-01,1.670000000000000095e-01,2.625423972615794455e+01
0.000000000000000000e+00,8.369999999999999662e-01,1.630000000000000060e-01,2.447253710525595238e+01
0.000000000000000000e+00,5.060000000000000053e-01,4.939999999999999947e-01,2.075219388193732328e+01
0.000000000000000000e+00,4.319999999999999951e-01,5.679999999999999494e-01,2.058479289740449758e+01
0.000000000000000000e+00,5.190000000000000169e-01,4.809999999999999831e-01,2.030730248119415293e+01
0.000000000000000000e+00,8.429999999999999716e-01,1.570000000000000007e-01,2.464158701478192270e+01
