0.000000000000000000e+00,5.490000000000000435e-01,4.510000000000000120e-01
0.000000000000000000e+00,5.280000000000000249e-01,4.719999999999999751e-01
0.000000000000000000e+00,1.899999999999999953e-02,9.809999999999999831e-01
0.000000000000000000e+00,3.899999999999999994e-02,9.609999999999999654e-01
0.000000000000000000e+00,1.819999999999999951e-01,8.179999999999999494e-01
0.000000000000000000e+00,1.260000000000000009e-01,8.739999999999999991e-01
0.000000000000000000e+00,1.130000000000000032e-01,8.870000000000000107e-01
0.000000000000000000e+00,1.310000000000000053e-01,8.689999999999999947e-01
0.000000000000000000e+00,1.019999999999999934e-01,8.980000000000000204e-01
0.000000000000000000e+00,1.390000000000000124e-01,8.609999999999999876e-01
0.000000000000000000e+00,1.819999999999999951e-01,8.179999999999999494e-01
0.000000000000000000e+00,1.829999999999999960e-01,8.169999999999999485e-01
0.000000000000000000e+00,1.829999999999999960e-01,8.169999999999999485e-01
0.000000000000000000e+00,1.920000000000000040e-01,8.080000000000000515e-01
0.000000000000000000e+00,1.890000000000000013e-01,8.110000000000000542e-01
0.000000000000000000e+00,1.739999999999999880e-01,8.259999999999999565e-01
0.000000000000000000e+00,1.769999999999999907e-01,8.229999999999999538e-01
0.000000000000000000e+00,1.950000000000000067e-01,8.050000000000000488e-01
0.000000000000000000e+00,1.829999999999999960e-01,8.169999999999999485e-01
0.000000000000000000e+00,2.119999999999999940e-01,7.880000000000000338e-01
0.000000000000000000e+00,1.900000000000000022e-01,8.100000000000000533e-01
