0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.602292319013979238e+01
0.000000000000000000e+00,3.360000000000000209e-01,6.640000000000000346e-01,2.104442856218755598e+00
0.000000000000000000e+00,7.710000000000000187e-01,2.290000000000000091e-01,2.214828601708668465e+00
0.000000000000000000e+00,8.289999999999999591e-01,1.710000000000000131e-01,1.829647783048963694e+00
0.000000000000000000e+00,9.479999999999999538e-01,5.199999999999999761e-02,1.949974116028671434e+00
0.000000000000000000e+00,6.830000000000000515e-01,3.170000000000000040e-01,1.664558013419306093e+00
0.000000000000000000e+00,8.309999999999999609e-01,1.690000000000000113e-01,1.628108977877746666e+00
0.000000000000000000e+00,9.439999999999999503e-01,5.600000000000000117e-02,1.665796495770084151e+00
0.000000000000000000e+00,8.219999999999999529e-01,1.779999999999999916e-01,1.563219187709365299e+00
0.000000000000000000e+00,8.179999999999999494e-01,1.819999999999999951e-01,1.436376302705194119e+00
0.000000000000000000e+00,8.229999999999999538e-01,1.769999999999999907e-01,1.437623029609840009e+00
0.000000000000000000e+00,8.359999999999999654e-01,1.640000000000000069e-01,1.317333734603721718e+00
0.000000000000000000e+00,8.459999999999999742e-01,1.539999999999999980e-01,1.445400213336610840e+00
0.000000000000000000e+00,8.299999999999999600e-01,1.700000000000000122e-01,1.391384004251827733e+00
0.000000000000000000e+00,8.299999999999999600e-01,1.700000000000000122e-01,1.270076350960467559e+00
0.000000000000000000e+00,8.159999999999999476e-01,1.839999999999999969e-01,1.194314961771179018e+00
0.000000000000000000e+00,8.299999999999999600e-01,1.700000000000000122e-01,1.040110014912989156e+00
0.000000000000000000e+00,8.299999999999999600e-01,1.700000000000000122e-01,1.231104159345228766e+00
0.000000000000000000e+00,8.359999999999999654e-01,1.640000000000000069e-01,9.618359549078742132e-01
0.000000000000000000e+00,3.109999999999999987e-01,6.889999999999999458e-01,1.249843464391854120e+00
0.000000000000000000e+00,5.769999999999999574e-01,4.229999999999999871e-01,1.754972698851428481e+00
